presencia,bio_11,bio_12,bio_13,bio_14,bio_4,bio_5,bio_7
0,263,2284,334,82,305,324,109
1,248,1915,316,45,642,322,115
1,255,2653,377,33,904,341,126
0,260,2454,309,79,314,322,112
0,265,2213,319,79,503,332,110
1,9,870,154,9,1061,100,179
1,247,2180,346,7,496,334,163
1,228,1487,258,12,968,326,180
0,255,1812,281,15,401,339,155
0,137,843,134,18,947,241,195
0,237,1642,272,30,1357,338,173
0,240,2147,386,3,642,341,191
1,253,1775,332,20,515,318,110
0,243,3527,367,216,447,308,111
1,165,1901,289,68,936,262,177
1,110,706,100,26,560,177,111
1,262,2219,324,65,484,332,124
0,255,1951,298,44,575,325,120
1,268,2114,319,76,471,331,106
0,266,2099,340,80,454,329,110
1,12,816,190,8,1377,139,230
1,38,819,179,4,1520,169,239
0,264,1945,317,88,417,326,110
0,250,2959,360,92,719,318,112
1,245,2191,263,107,497,320,128
1,251,2346,343,59,609,324,112
1,258,2762,354,112,312,318,108
1,249,3488,406,227,421,311,107
0,255,2996,340,185,442,313,101
1,257,2356,353,57,466,330,132
1,239,1783,299,2,808,351,205
1,259,2346,367,97,661,337,122
0,68,767,142,7,1589,192,233
0,253,1580,275,16,325,333,154
0,253,2680,423,39,465,332,144
0,251,2400,255,149,485,315,118
1,256,2238,357,24,468,335,147
1,251,1900,280,17,605,329,142
1,253,2453,270,106,421,316,118
1,240,1654,273,28,1276,340,172
0,243,2242,396,8,615,346,193
1,255,2759,421,27,887,341,126
0,258,3283,360,190,399,320,107
1,219,1769,283,58,2048,323,169
1,260,1801,300,3,474,350,169
1,245,3286,404,99,393,313,120
1,88,1184,133,61,312,150,110
1,260,2376,310,63,310,325,120
1,252,2616,299,111,345,315,118
1,251,3526,392,224,394,310,104
0,140,1415,196,26,171,217,150
0,254,2390,275,94,421,319,122
0,250,3358,406,141,504,317,110
1,257,3289,340,232,409,317,110
1,254,2070,297,22,530,328,136
1,204,1886,316,8,579,298,181
1,254,2389,239,159,475,320,113
0,254,2485,374,21,949,343,128
1,264,2780,316,139,272,322,104
0,70,803,136,11,869,169,194
0,260,3243,451,95,602,341,133
1,228,1685,267,9,589,327,182
0,258,2679,345,64,310,323,123
0,251,2838,323,133,641,316,111
1,251,1904,282,18,568,328,141
1,251,3574,372,227,345,309,104
0,251,1527,268,20,847,343,163
0,219,1863,279,65,1386,314,157
0,253,2648,315,119,337,314,110
1,257,1566,259,5,479,343,165
1,228,1346,230,15,1264,331,183
1,213,5127,759,234,862,290,131
1,243,1911,291,46,637,313,110
1,265,2164,282,115,312,325,107
0,243,2360,275,65,359,307,118
0,260,2663,320,162,384,318,103
1,237,2000,322,3,743,344,196
0,251,3577,404,227,398,311,105
1,263,2525,298,104,301,321,106
1,248,1277,256,8,658,322,131
0,257,1668,279,4,496,344,166
0,259,2425,392,15,446,350,178
1,262,2287,356,87,512,327,108
0,254,1741,322,27,441,319,115
0,262,3065,357,205,382,326,113
1,245,2392,393,6,595,357,206
1,259,1861,315,5,368,343,163
0,260,2689,326,170,396,320,105
1,261,2078,343,42,491,325,111
0,245,1624,268,32,958,337,160
1,246,1858,320,46,511,313,119
0,233,3101,414,59,514,302,119
0,77,953,155,11,1497,189,210
0,265,2214,298,81,425,330,114
1,251,2458,276,82,377,315,122
1,259,2103,262,98,386,332,133
1,270,2269,324,49,315,336,123
0,203,1902,279,45,536,272,129
0,258,1849,299,8,395,344,161
0,189,1777,259,86,269,238,92
1,230,1779,294,44,1537,329,171
0,186,1567,260,50,1783,289,177
0,253,2276,346,54,620,326,113
0,205,2011,305,65,1184,291,140
1,248,2127,364,41,601,325,119
1,258,2106,310,53,634,328,110
0,245,1679,282,42,1008,337,158
1,227,2383,342,82,459,306,151
1,210,1620,309,42,2182,317,168
0,228,1531,268,12,924,326,180
0,260,2216,320,40,387,335,142
0,259,2658,368,40,435,331,134
1,236,1508,251,8,822,333,175
0,253,3365,413,163,492,324,119
1,224,1903,280,69,1439,319,156
0,241,1773,280,40,1043,332,157
1,246,1848,285,43,634,315,109
0,214,1820,290,59,2094,319,169
1,155,676,98,13,839,254,191
0,124,935,114,22,488,194,124
0,259,2453,339,43,322,329,130
0,150,991,146,13,379,223,145
0,249,2396,394,11,557,354,195
1,260,1842,298,32,563,328,115
0,253,3495,408,228,427,317,111
0,249,3494,345,216,390,307,102
1,258,2435,318,35,812,337,130
0,258,2654,365,38,953,344,128
0,261,2166,317,40,396,336,143
0,250,2699,318,105,292,312,116
1,239,2481,342,72,620,312,111
1,246,2393,255,160,551,315,115
0,244,2139,284,65,585,323,147
0,246,2094,314,27,563,321,142
0,253,2425,276,96,423,318,121
1,251,2697,327,89,329,314,121
1,250,1830,291,8,318,340,172
1,259,1654,256,14,682,345,157
1,266,3263,408,60,372,326,104
0,265,1746,277,11,403,337,132
0,247,2345,377,8,462,343,176
1,227,1830,266,66,1516,322,157
1,257,2393,313,34,775,336,129
1,258,2251,331,27,445,333,138
0,251,3439,364,232,390,309,103
0,253,2070,257,97,354,321,126
1,248,2911,464,35,603,327,126
1,155,2416,293,113,479,233,138
0,243,1933,291,9,300,331,169
0,246,2264,362,53,573,322,119
1,243,1859,261,25,626,321,148
0,248,1518,259,27,908,342,166
1,266,2111,319,80,498,330,106
0,258,2805,342,170,441,318,103
1,245,1783,280,39,647,315,111
0,198,3165,404,65,382,262,122
0,264,2256,333,106,334,324,109
0,240,2001,330,16,502,334,172
0,255,2455,375,19,463,334,148
1,227,1805,254,44,610,317,170
0,207,2051,280,65,589,291,163
0,240,2151,337,23,538,328,160
1,237,1704,294,2,973,342,195
0,258,2196,376,76,658,339,125
0,246,1732,262,32,868,334,155
0,252,2393,281,85,520,322,130
1,246,2786,311,161,540,311,111
1,236,1915,325,5,486,333,184
1,249,3516,393,171,390,305,101
0,254,2972,326,200,502,315,105
1,247,2199,348,6,464,349,191
0,30,818,161,5,937,134,200
1,252,2235,338,29,430,339,165
1,257,3269,466,114,504,336,134
1,230,4054,591,163,981,308,131
1,261,1780,292,5,441,346,163
0,254,1847,294,13,333,339,158
0,266,2548,338,78,390,325,102
0,255,2062,286,24,484,328,135
1,235,2068,307,35,809,318,160
0,254,2446,339,73,599,324,108
0,222,1966,335,8,498,320,186
1,238,1539,254,25,1295,338,174
1,258,2227,307,54,223,305,86
0,268,2334,320,60,444,328,102
1,256,2223,348,19,479,332,140
1,260,2457,311,78,301,322,112
1,206,4179,497,236,406,273,118
1,264,2308,302,58,386,331,124
1,252,1552,259,2,649,346,178
1,262,2141,273,87,442,336,136
1,143,2220,321,118,423,205,111
0,240,3967,640,28,693,319,124
1,269,1540,265,6,610,355,144
0,248,2252,363,8,592,352,195
0,260,2309,311,39,389,333,138
1,266,2479,406,95,423,327,105
0,245,2445,407,58,506,317,138
0,250,2440,282,77,400,315,124
1,80,765,137,9,811,175,188
0,247,2082,320,11,340,337,173
1,260,1945,349,20,325,330,124
0,246,2273,278,60,566,316,132
1,254,2984,327,206,527,316,106
1,244,1871,312,3,743,352,201
0,249,2305,362,13,575,333,157
1,239,1689,289,0,502,334,177
1,268,2723,418,120,383,328,105
0,245,1961,274,42,598,317,137
1,253,2913,327,167,459,315,111
0,262,1975,297,67,484,332,121
0,36,755,138,5,1739,166,246
1,246,1688,281,22,416,317,131
0,250,3397,367,225,377,309,104
1,264,7644,762,432,196,321,105
0,248,2439,310,58,447,316,129
1,260,2551,356,58,421,324,115
0,260,2340,323,35,446,334,136
0,248,1423,244,10,902,347,172
1,231,1937,332,7,502,328,185
1,263,1764,266,37,586,330,108
0,236,1683,282,41,1324,333,167
0,255,1652,308,21,466,319,113
0,243,1769,292,46,1061,334,156
1,249,3173,330,187,347,308,105
1,253,2724,329,94,320,315,116
0,242,1728,277,14,537,335,167
0,234,2240,386,7,911,354,222
0,263,1833,325,2,569,351,164
0,251,1763,289,16,318,332,149
0,251,1669,260,20,836,341,164
0,26,740,145,5,884,116,180
0,247,2261,366,8,592,352,196
0,262,2392,345,47,537,329,107
1,238,2770,379,143,361,302,114
0,262,2176,265,91,339,322,105
0,266,2231,326,65,539,333,105
0,255,2383,329,68,590,323,103
0,248,4629,553,142,386,326,143
1,246,2296,366,9,471,347,188
0,248,1988,309,24,302,328,155
1,263,2328,328,34,553,329,103
1,48,809,149,8,1136,165,217
0,269,2330,325,65,566,335,103
1,249,2585,263,170,488,315,114
1,250,2895,345,110,702,316,111
1,214,2341,325,74,679,302,161
0,260,2385,323,41,387,332,136
1,247,2554,447,68,480,318,136
0,263,2759,380,116,555,337,129
0,241,3282,356,204,478,306,112
0,246,2021,280,50,554,318,137
0,249,2452,300,66,400,315,127
1,258,2333,341,29,440,334,142
1,252,2435,265,118,364,315,118
0,260,2091,397,57,651,341,128
0,247,2180,369,9,642,358,203
1,257,3711,584,33,550,330,116
0,244,3273,347,226,417,302,101
1,143,810,129,20,977,246,192
1,247,2609,314,65,686,322,119
1,251,2222,262,119,499,315,120
1,222,268,129,0,1539,325,168
1,252,2831,348,91,713,318,111
0,233,3470,367,221,306,293,110
1,243,1953,285,35,705,322,146
0,264,2549,295,111,284,322,104
1,259,2533,333,33,873,340,131
1,262,2538,327,125,275,321,106
1,265,2712,440,45,888,355,133
0,265,1477,263,5,828,357,144
0,264,2281,400,88,536,333,115
0,246,2257,381,9,625,350,194
0,244,2041,360,6,536,343,189
1,244,1467,251,16,539,336,177
1,77,809,170,5,1225,200,222
0,253,1739,236,49,572,330,141
0,255,3315,350,222,415,316,107
1,263,1632,368,34,605,330,113
0,265,2002,308,43,562,332,109
0,243,1571,272,19,435,328,166
1,259,3056,347,161,309,318,105
0,264,2411,311,121,304,324,107
1,260,2649,340,77,283,323,117
1,239,1698,274,11,568,336,177
0,262,2105,270,83,337,322,104
0,239,2118,276,60,621,320,152
1,131,852,132,16,651,224,183
1,266,1985,315,75,382,327,110
0,251,2998,320,209,490,311,103
1,256,2549,378,18,450,335,151
0,222,1154,193,20,1622,329,182
1,222,2561,319,107,453,288,111
0,262,2165,239,104,366,328,121
0,263,2084,340,5,444,353,168
1,251,3794,427,227,302,306,97
1,252,2988,297,188,477,312,108
1,262,2839,409,29,818,345,125
1,249,2646,259,181,491,315,114
0,269,2396,324,62,456,329,102
0,252,3226,380,128,460,332,146
0,254,2877,385,54,774,335,122
1,251,3100,393,92,671,326,117
0,77,852,148,11,899,180,199
1,262,1711,319,35,560,330,117
1,192,1506,318,13,444,247,107
1,241,2020,314,8,359,335,178
1,253,2798,354,77,713,321,113
1,254,2847,310,173,545,317,108
1,237,1828,275,36,1083,329,160
0,250,3574,353,218,375,307,102
1,224,2759,431,77,1899,329,177
1,252,2310,292,36,792,331,128
1,248,1439,238,11,926,346,172
1,146,2900,444,61,301,205,106
0,255,2773,351,65,789,331,120
0,265,1750,298,27,617,331,106
1,244,2073,340,17,335,332,169
0,268,1077,149,13,579,335,122
1,239,1966,323,1,762,350,208
1,250,1654,287,43,477,317,120
0,251,2245,238,133,457,315,117
0,257,2126,308,51,600,326,109
0,257,2271,341,28,438,331,136
1,245,1931,326,4,702,352,199
1,246,1614,282,2,906,343,178
0,264,2600,338,128,348,324,104
1,257,2327,334,47,586,325,105
0,249,2472,269,80,451,315,125
0,223,1647,295,14,935,321,183
1,242,1888,325,3,456,336,179
0,36,847,179,3,2062,185,276
1,251,3020,305,166,358,311,106
0,15,831,180,4,1905,160,263
1,240,1912,233,106,459,315,142
1,244,1858,293,41,661,315,111
1,260,2819,373,56,388,328,125
0,252,2252,349,52,601,325,113
0,257,1544,252,4,504,344,167
1,262,2622,328,140,335,322,105
0,266,1813,306,7,658,348,133
0,258,2252,304,40,360,329,132
0,231,990,137,40,275,298,122
0,252,2104,308,25,588,329,143
1,258,2465,271,119,402,324,121
1,266,2889,403,34,779,348,125
1,246,2392,317,45,532,318,136
0,220,2963,460,84,1864,325,179
0,253,2680,423,21,957,342,129
0,242,1918,344,5,871,334,180
0,250,2199,360,11,463,340,173
1,253,3512,380,223,388,313,105
1,255,2899,322,163,433,316,111
0,216,1638,267,53,2124,321,169
1,223,3607,561,120,1989,328,178
1,261,2451,257,119,425,328,125
0,252,2236,358,21,528,334,154
0,247,1684,293,37,472,315,123
0,258,2680,295,152,459,322,113
0,253,2030,380,32,539,317,111
0,266,2454,343,91,368,326,104
1,239,2615,370,129,370,303,113
1,24,853,186,4,1838,166,258
0,240,2024,260,59,603,321,152
0,195,1504,234,29,1251,290,162
0,253,2836,338,122,638,320,112
0,263,2495,363,104,442,324,104
0,255,2926,349,135,615,322,112
0,245,1526,252,7,714,342,171
0,254,2923,292,192,477,314,107
1,262,2157,343,44,554,328,109
0,223,3372,541,106,2039,328,180
1,256,2411,368,106,650,332,118
1,261,3153,354,170,296,320,104
0,253,2804,333,115,636,317,109
0,251,2840,300,152,348,311,107
0,266,1505,209,30,532,335,130
1,254,3086,387,89,672,330,119
0,250,2548,332,63,373,316,126
0,263,2525,338,121,317,323,107
0,237,1836,316,2,972,347,204
1,247,2304,369,8,452,350,192
0,244,2405,401,12,621,359,205
0,263,2218,359,6,392,351,167
1,256,1797,297,13,335,339,154
0,253,2810,379,50,846,334,123
0,236,1717,247,18,891,322,156
0,256,3928,639,48,429,315,99
1,253,2829,380,52,835,334,124
0,261,2824,344,168,397,321,105
1,255,2901,325,201,463,315,106
0,185,1491,221,30,594,257,132
1,0,777,143,6,1844,137,257
0,247,1526,260,27,953,342,166
1,251,2850,304,158,588,314,110
1,261,2819,336,158,275,320,105
1,227,1871,257,33,1163,321,169
0,240,1924,279,23,666,318,151
1,231,1779,244,27,1119,323,168
1,249,1840,297,5,393,342,175
0,240,2365,376,6,589,354,208
1,224,1594,187,85,575,289,121
0,229,1901,338,2,678,329,192
0,255,2908,324,165,450,316,111
0,267,2146,272,73,445,328,104
1,267,2904,408,37,789,348,125
1,251,3254,397,121,555,322,114
0,222,1290,271,4,206,295,134
1,265,3359,439,90,413,331,125
1,257,2222,371,80,664,337,125
1,229,2535,291,120,446,303,143
1,256,2442,317,36,920,336,127
1,254,1823,280,22,568,333,144
0,245,1936,272,31,604,320,142
0,245,2227,289,60,625,318,135
1,261,2377,342,44,561,329,107
0,232,3126,442,104,958,314,144
0,231,1733,238,22,1030,322,165
0,163,1661,174,108,287,228,122
1,246,2302,280,63,568,316,132
1,256,1630,258,13,691,345,160
1,257,2521,349,36,369,325,130
1,238,1828,316,1,485,333,179
1,241,1461,240,15,1035,338,172
1,261,2453,320,81,306,322,109
1,253,1921,272,65,474,331,143
0,265,2521,346,103,375,325,104
0,228,2075,334,60,1790,330,173
0,120,1582,222,38,436,188,127
1,265,2357,345,120,327,326,110
0,257,6793,708,387,215,311,98
0,266,2050,293,41,483,335,133
1,263,2317,317,73,404,331,124
0,206,4358,586,106,380,266,108
0,250,2662,337,75,373,315,124
1,244,2153,275,54,606,315,132
0,264,2514,356,58,510,331,109
0,246,2112,341,5,484,334,167
1,231,1938,336,4,987,343,210
1,244,2203,292,68,595,322,147
0,248,2074,302,85,361,312,114
0,264,2659,334,56,364,330,115
0,257,1883,266,30,404,327,132
1,266,2198,361,70,544,332,107
1,258,2319,261,98,475,328,130
0,252,3174,352,181,427,309,101
0,251,2504,275,133,374,310,108
0,265,1834,344,51,468,330,114
0,243,1741,237,48,566,324,154
0,25,2023,313,25,381,85,114
0,243,3523,447,94,347,307,114
1,221,2076,335,54,1907,326,176
0,106,672,111,8,668,203,192
1,137,917,137,26,552,219,157
0,266,2526,344,92,384,326,104
0,247,1992,296,22,269,325,154
0,221,4917,725,214,966,298,129
0,258,2891,420,40,788,341,123
0,256,2417,315,35,917,336,127
0,256,2876,291,179,447,320,116
0,252,2276,371,23,507,333,138
0,251,2156,342,28,477,327,139
0,258,3047,431,65,681,338,123
0,87,1293,193,32,653,176,174
1,252,2252,341,97,671,327,117
1,251,2350,291,60,449,318,128
1,241,2291,303,69,647,320,147
1,243,1898,242,45,592,322,149
1,252,2435,322,61,394,319,128
1,252,2284,346,55,511,325,130
0,241,1987,332,0,724,353,208
1,262,2187,330,24,392,343,159
0,224,2811,440,79,1933,329,177
1,249,3514,413,127,543,318,113
1,251,3429,366,231,398,310,104
0,225,3408,528,113,1919,328,176
1,238,1900,326,2,850,349,206
0,240,1875,304,2,818,352,202
0,256,2792,320,118,464,333,144
1,9,787,158,4,1814,146,256
0,231,1862,322,3,1005,341,207
1,233,2578,368,126,372,298,114
1,253,2505,275,124,405,315,116
1,263,2402,244,120,432,331,125
1,234,1730,298,1,1012,342,200
1,253,1656,257,9,617,340,157
1,22,816,159,5,940,125,199
0,262,2096,331,6,401,351,168
1,235,1739,248,19,802,319,156
1,236,1775,334,3,603,335,190
1,260,2236,315,43,388,334,138
0,253,1888,297,8,605,333,145
1,262,2163,264,103,403,331,126
1,254,1913,274,23,564,329,138
0,245,1888,308,21,437,319,136
1,249,2002,298,23,549,325,140
1,228,761,201,1,933,308,139
0,251,2410,385,18,483,334,156
0,258,2246,382,79,607,334,123
0,264,2272,319,93,320,325,109
1,251,1734,237,45,557,327,141
0,244,2602,275,174,558,313,115
1,252,1502,260,18,822,346,164
0,245,2271,349,43,537,319,141
0,248,1516,260,28,914,343,165
0,244,1946,253,43,647,322,149
1,244,2409,353,52,534,317,141
1,245,1792,242,29,603,321,145
1,252,3243,417,110,577,328,120
0,240,1881,301,8,317,331,173
0,242,2093,353,57,657,320,121
0,260,1943,314,5,352,347,167
0,255,1713,280,3,505,341,165
0,248,2350,380,8,527,355,199
1,260,3463,453,150,489,336,131
1,254,2872,314,191,512,315,106
0,254,3000,280,207,423,317,115
1,169,1247,168,26,426,229,113
0,253,3095,306,204,416,314,111
1,249,2565,353,55,449,318,131
0,248,6392,644,324,250,306,103
1,248,2411,343,60,622,320,110
1,239,1659,292,0,487,333,176
1,247,2656,316,84,611,321,121
0,267,2148,280,84,462,331,107
1,262,2967,448,72,610,341,124
0,258,3464,401,218,414,324,116
0,246,2271,397,9,614,349,194
1,226,2608,415,79,1846,328,173
1,250,1541,270,28,883,342,161
1,261,2196,352,62,536,330,115
1,231,1865,336,2,663,330,191
1,255,2920,325,167,433,316,111
0,212,1849,347,46,2112,317,167
0,248,2283,352,54,597,323,115
1,253,2624,318,108,341,314,110
0,43,897,192,10,1225,166,223
0,245,1949,264,69,445,322,146
1,269,2523,411,84,606,338,110
1,240,2417,389,12,645,358,210
0,261,2602,330,148,285,320,105
1,260,3188,424,150,456,334,128
0,258,1892,320,7,723,337,122
1,216,1956,338,7,542,313,186
1,265,2427,369,87,567,333,111
0,151,2290,336,46,436,217,125
0,208,2103,288,74,573,290,157
0,240,2275,355,35,693,319,151
1,248,3392,366,210,411,306,102
1,252,2419,283,100,410,317,120
0,252,3046,340,186,472,312,105
1,248,1898,263,44,539,324,143
1,262,1846,309,3,487,352,167
1,248,2452,300,60,640,323,124
1,260,2094,353,5,458,349,168
0,252,2469,327,61,398,319,128
1,254,3102,339,193,431,312,101
1,227,2809,323,177,260,286,110
1,248,3485,398,208,463,311,107
1,256,2713,338,114,337,316,109
0,248,2403,392,9,532,356,196
1,68,762,161,4,1243,186,219
0,254,2191,340,18,569,331,141
0,242,2339,399,3,665,357,211
1,252,2549,359,43,604,323,109
0,248,3714,378,241,362,306,104
0,146,710,125,18,1630,247,175
0,239,1844,329,3,611,338,190
1,223,3428,537,99,1916,328,180
0,219,2723,272,176,560,295,127
0,260,2517,244,168,382,323,111
1,236,2172,388,5,610,338,192
0,254,2665,275,179,528,315,107
0,249,1661,284,1,829,343,174
0,74,849,141,12,701,168,186
1,42,2085,352,20,401,105,117
0,255,2784,350,76,729,326,115
0,254,1594,259,3,748,353,186
1,234,1767,298,0,925,342,203
0,263,2760,382,142,340,323,108
1,256,2228,348,20,480,332,139
0,252,2917,317,159,382,310,107
0,244,2104,276,63,580,324,149
0,268,1694,276,9,421,340,130
1,229,1753,241,25,1103,322,169
1,247,2032,292,36,592,320,137
1,260,2301,250,105,399,325,119
0,29,776,139,8,831,123,189
1,255,1683,260,9,638,340,156
0,258,3455,526,29,560,329,111
1,16,801,147,7,889,108,185
0,260,2404,374,102,649,337,121
1,247,2086,299,38,591,320,137
1,243,1755,292,47,1066,334,155
0,247,2321,379,8,618,361,209
0,251,2878,319,157,435,311,109
1,240,3305,352,207,482,305,113
1,257,2494,333,36,983,340,129
1,256,2067,260,81,510,332,139
1,242,2203,385,5,627,344,192
0,224,2577,414,73,1892,328,176
0,245,1704,278,1,856,342,179
1,261,1792,296,4,432,346,163
0,267,2378,390,87,457,329,106
0,199,2313,316,69,359,268,121
0,152,988,155,17,905,257,200
0,226,1914,291,55,1615,324,164
0,265,2457,359,120,355,325,109
1,263,2260,318,72,457,331,120
1,266,2123,321,109,344,326,108
1,247,2126,364,9,480,342,183
0,248,3352,360,220,411,305,101
1,246,2081,354,6,473,336,172
1,250,2516,291,81,359,314,123
1,252,2156,335,14,455,339,161
1,262,2715,384,130,325,323,108
0,247,2227,385,7,636,350,194
1,261,3220,361,184,328,321,106
1,260,2101,253,101,339,324,116
1,261,3200,422,152,411,334,128
0,232,1886,339,1,667,331,191
0,248,1529,264,32,933,342,164
0,247,2977,327,192,508,312,113
1,266,2020,319,78,372,326,110
1,261,2627,321,143,330,321,105
1,258,2050,403,50,670,340,129
1,239,1856,343,3,905,347,199
0,266,2182,288,85,439,329,109
1,241,2058,359,4,936,346,190
1,264,2264,397,86,557,335,117
1,215,1716,255,43,1393,306,154
0,254,2063,310,79,618,327,116
0,250,3126,344,183,430,307,101
0,261,2505,333,54,403,328,122
1,263,2274,309,78,428,330,119
1,258,2235,322,28,507,336,143
0,268,2292,390,90,453,332,109
0,250,2115,335,10,440,334,156
0,263,1974,318,81,455,327,111
0,225,1385,239,14,1181,327,184
1,214,2078,346,32,429,284,132
0,249,1812,306,26,458,321,131
1,261,1949,352,20,332,330,123
0,254,2924,327,168,441,316,111
0,241,2066,357,5,928,347,194
0,254,3043,394,76,683,332,121
0,263,2110,285,96,580,337,127
0,225,1653,296,12,789,322,182
1,252,2130,321,12,529,309,96
0,248,2292,367,9,620,356,200
0,261,2377,393,98,567,333,116
1,238,2263,387,6,794,357,219
0,9,749,135,6,1929,146,258
0,253,2876,319,158,449,314,110
1,250,2475,382,16,431,346,184
1,249,1698,321,22,530,315,113
1,254,3001,281,216,382,316,114
0,241,1742,282,14,535,336,172
1,254,2397,368,103,655,331,121
0,263,2162,348,6,434,352,168
1,254,2803,323,130,379,313,111
1,240,1925,307,2,865,353,201
0,254,2477,336,55,377,321,127
1,254,1528,256,10,742,347,164
1,247,1561,273,31,458,314,121
1,250,2420,301,85,545,323,135
1,228,1862,291,60,1277,318,151
0,222,1271,217,16,1401,329,189
1,221,2342,270,102,502,305,159
1,252,2902,308,157,347,313,108
1,255,1656,249,14,343,323,128
0,256,2481,318,40,891,335,126
1,258,1629,253,10,670,342,156
0,249,1513,253,6,693,345,169
0,252,2967,320,161,403,310,106
1,257,1635,250,35,639,324,107
1,256,2805,332,162,351,315,105
1,246,2291,381,4,565,355,201
1,128,995,145,31,533,210,156
1,258,2267,330,29,429,333,138
0,213,2626,256,177,587,292,131
1,234,1508,255,10,848,331,178
1,256,2767,328,159,371,316,106
0,252,1522,261,15,392,338,165
1,260,2580,364,43,401,331,130
0,241,1883,269,19,660,319,150
0,248,2145,374,71,539,318,117
0,240,1909,304,49,1080,330,154
1,250,3160,397,99,612,324,116
0,249,1750,257,58,483,324,144
0,241,2398,320,75,656,319,145
1,260,1947,312,5,342,347,167
0,224,2680,503,40,745,290,111
0,263,2150,384,76,478,329,113
1,14,780,177,3,1961,161,265
1,251,2289,358,17,457,346,177
0,37,754,167,2,960,138,194
1,229,1941,333,8,506,327,186
1,261,2202,232,123,315,321,110
1,259,2312,316,48,437,336,142
1,250,1511,313,14,512,315,113
0,261,2759,324,153,329,321,106
0,248,2403,381,8,472,348,183
1,185,1240,193,17,608,258,133
1,69,583,126,5,1695,194,224
0,255,2109,286,28,442,328,135
0,255,6724,707,350,318,301,80
0,250,2564,276,129,318,309,107
0,256,2022,319,12,904,341,128
0,257,2867,338,175,417,315,100
0,246,2055,315,32,627,323,144
1,196,1387,215,25,1198,287,156
1,230,1649,279,2,1100,337,199
0,224,1763,179,113,444,292,122
0,251,2888,312,159,381,311,108
1,262,2319,293,87,440,334,132
1,227,1952,351,3,696,326,192
1,264,2455,390,102,576,335,115
0,253,2982,333,168,423,312,106
0,258,1859,303,7,388,344,163
0,249,1718,250,28,838,337,158
1,245,1934,316,24,339,324,149
1,237,2083,377,2,616,338,192
1,244,1747,293,33,440,311,123
1,254,6562,689,356,284,301,81
0,241,3348,367,197,401,305,112
1,262,2543,314,156,340,321,106
0,239,2049,353,5,897,342,191
1,221,1136,189,22,1673,328,181
1,254,1821,288,11,407,336,153
1,249,3496,379,182,364,305,101
1,246,2275,356,53,586,322,117
1,55,753,150,5,1256,172,219
0,224,1692,273,53,1927,328,171
0,243,2414,369,13,499,345,189
0,254,2528,399,21,776,335,126
1,249,3299,356,210,389,309,105
1,246,1596,264,3,677,341,180
0,259,3574,410,221,317,318,105
1,257,2478,392,16,447,352,183
0,261,1812,292,6,415,345,161
0,264,2148,326,79,530,329,107
1,253,1722,270,8,583,330,141
1,249,2549,299,82,383,314,124
1,265,2370,301,99,437,326,104
1,248,2775,324,93,661,317,112
0,225,1261,213,17,1395,330,184
1,253,2979,343,185,386,312,103
0,255,1675,222,51,598,333,141
0,264,2333,336,113,312,324,109
1,238,1666,266,11,548,331,167
0,264,2282,322,78,447,330,117
0,268,3748,486,73,314,326,104
1,253,2608,316,107,307,314,110
1,254,2566,315,88,325,315,113
1,258,2037,412,46,696,342,131
0,239,2342,341,45,652,317,148
1,251,2376,294,65,433,317,126
1,258,3409,392,214,402,322,113
0,77,582,89,20,175,138,112
1,254,2233,327,33,407,338,161
0,246,2977,338,159,496,310,110
0,251,2072,334,48,638,325,115
0,258,2554,377,111,409,327,119
1,168,1406,230,26,1024,262,170
1,237,1835,269,22,763,319,154
1,254,2914,327,184,447,315,110
1,268,1635,287,9,656,355,145
1,86,809,132,12,773,180,184
1,237,1958,322,1,797,349,209
0,265,1825,266,18,319,330,121
0,258,3464,453,144,499,336,131
0,261,2524,306,157,320,320,105
1,257,1999,247,76,552,337,144
0,241,1925,335,5,887,334,181
1,249,3273,358,179,419,305,101
1,258,2663,341,71,328,320,116
1,245,2014,317,17,369,328,157
0,255,2854,324,167,465,317,113
0,253,2918,359,86,686,326,117
0,240,1468,241,16,1088,339,173
1,259,2807,343,174,389,319,106
1,10,839,180,4,1987,157,268
1,235,1980,370,4,919,335,193
1,250,2142,299,30,487,323,137
1,189,1599,231,33,736,288,190
1,238,1834,263,21,720,318,154
1,257,2525,312,76,320,319,113
0,256,1659,269,14,618,337,146
1,265,2375,311,113,457,326,104
0,252,2388,269,92,466,319,125
1,248,2228,354,50,623,323,116
1,246,1863,291,51,650,319,115
0,235,2030,302,32,804,318,158
1,192,161,68,0,1822,300,166
0,93,810,152,10,1047,211,213
0,251,2836,354,85,333,314,120
1,237,1878,373,4,870,331,184
1,242,2094,370,67,569,314,118
1,252,1760,267,15,695,337,154
0,253,2193,364,11,464,345,178
0,136,812,108,37,645,217,137
0,255,2918,317,203,421,316,110
1,232,1917,311,10,507,332,187
1,249,2382,308,57,429,317,131
0,251,3110,314,181,347,310,105
0,264,2169,316,83,464,327,106
0,253,2399,342,54,613,323,109
0,253,2393,272,91,421,318,123
0,251,2829,350,81,702,318,112
1,249,2288,271,62,479,317,128
0,253,2824,320,148,323,313,108
1,246,2585,310,70,659,321,121
1,254,3090,431,66,679,333,122
1,253,3370,363,214,413,313,104
1,261,2730,323,151,316,321,105
1,254,1910,292,77,633,325,114
1,237,1859,282,39,1059,329,159
0,235,1713,272,10,569,333,180
